acc_x, acc_y, angular_z, stamp, 
-0.02831745147705078, 0.021735727787017822, -0.0021358207460710917, 1759498557027737604, 
-0.0006531476974487305, 0.004032135009765625, -0.0003231351880215243, 1759498557057789694, 
0.012010812759399414, -0.002040266990661621, -0.0003179236570248967, 1759498557086850416, 
-0.012726247310638428, 0.00025576353073120117, -0.00028544226477191463, 1759498557117980547, 
-0.0051419734954833984, 0.04323500394821167, -0.00028617031044992876, 1759498557148004229, 
0.025825440883636475, 0.008710145950317383, -0.00027279031194933715, 1759498557178204573, 
0.013383924961090088, -0.016798853874206543, -0.00025598685149501603, 1759498557208539609, 
0.016773104667663574, -0.033513426780700684, -0.00022464523255452285, 1759498557240999016, 
-0.022668957710266113, 0.01694399118423462, -0.0002598418845676472, 1759498557268384559, 
-0.008112430572509766, 0.020071089267730713, -0.00022584667435053356, 1759498557298321327, 
0.04053729772567749, 0.005761981010437012, -0.00021668091864835348, 1759498557328436574, 
-0.011860132217407227, -0.012414932250976562, -0.00020935796652530765, 1759498557358477683, 
-0.03370678424835205, -0.012776434421539307, -0.00019743535533700834, 1759498557388532033, 
0.009632587432861328, 0.021759986877441406, -0.00018502685586559395, 1759498557418679660, 
-0.012030541896820068, -0.0021811723709106445, -0.00017980096698818303, 1759498557448719767, 
0.00042885541915893555, -0.022077858448028564, -0.00016530839401196476, 1759498557480322176, 
-0.010297834873199463, -0.00911635160446167, -0.000162084549161798, 1759498557511458783, 
-0.020969092845916748, 0.007235109806060791, -0.00017190658155513932, 1759498557539090428, 
0.0043160319328308105, -0.01081758737564087, -0.00015422984369014921, 1759498557569124830, 
0.01670527458190918, -0.012592732906341553, -0.0001508797507584594, 1759498557599043994, 
-0.029815316200256348, 0.0023851990699768066, -0.0001463305107814302, 1759498557629085690, 
-0.0240633487701416, -0.0011632442474365234, -0.0001402233603033699, 1759498557659167849, 
0.021281123161315918, 0.022129416465759277, -0.0001382973624505417, 1759498557689245636, 
0.025162577629089355, -0.022281885147094727, -0.00011756453286124917, 1759498557720580139, 
-0.014639079570770264, 0.01574164628982544, -0.00012760647633040006, 1759498557778834747, 
0.0265386700630188, -0.011549174785614014, -0.0001081125134883423, 1759498557839812776, 
0.05726730823516846, -0.0268285870552063, -6.782943579899993e-05, 1759498557869635118, 
0.012283384799957275, -0.012823224067687988, 0.0012401361454042188, 1759498557899674463, 
0.39630216360092163, 0.08599579334259033, 0.003514667306867446, 1759498557929759512, 
0.33687329292297363, 0.4376916289329529, 0.13502198815957472, 1759498557960346045, 
0.4225007891654968, -0.46170568466186523, 0.4654161922429532, 1759498558020201878, 
0.9558757543563843, 0.07063043117523193, 0.44276579627337065, 1759498558050053289, 
0.00923454761505127, 0.28783535957336426, 0.4543299874330436, 1759498558080259281, 
0.3171428442001343, -0.08133590221405029, 0.4599147605160811, 1759498558110174020, 
-0.2829938530921936, 0.40727877616882324, 0.4276182897877867, 1759498558140363508, 
-0.09999608993530273, -0.6331310272216797, 0.46950801478790943, 1759498558170312359, 
-0.8412184119224548, 0.33980435132980347, 0.48971887846141343, 1759498558201120815, 
0.33602726459503174, 0.12137126922607422, 0.49840998220398636, 1759498558232378142, 
-0.22603344917297363, -0.2743337154388428, 0.5357603596571489, 1759498558260626599, 
0.2419775128364563, 0.042832136154174805, 0.49453403272147844, 1759498558290618205, 
-0.07101768255233765, 0.008965373039245605, 0.5248312166396382, 1759498558320653630, 
0.06932938098907471, 0.13041025400161743, 0.49335731159647145, 1759498558350708630, 
0.2496303915977478, -0.1680467128753662, 0.4798106515075281, 1759498558379821568, 
-0.5574515461921692, 0.18573814630508423, 0.44743318806280064, 1759498558410894812, 
0.07075726985931396, 0.014638543128967285, 0.47002796542937936, 1759498558440974355, 
-0.48147112131118774, -0.14212971925735474, 0.5143738290098446, 1759498558472396344, 
0.4137640595436096, -0.06472915410995483, 0.5140171430640204, 1759498558504312563, 
-0.14556920528411865, -0.042384982109069824, 0.5381518636520771, 1759498558531395591, 
0.0826040506362915, -0.04676753282546997, 0.4773087778410367, 1759498558561226483, 
0.19554489850997925, 0.013882756233215332, 0.4097635113428497, 1759498558585006152, 
-0.10090118646621704, 0.22116827964782715, 0.5946314977404046, 1759498558611582601, 
0.16166788339614868, -0.005418360233306885, 0.5243186116974312, 1759498558641653824, 
-0.22312062978744507, -0.3746132254600525, 0.5331353015662567, 1759498558671456706, 
0.2711595892906189, 0.03218156099319458, 0.5522970253883305, 1759498558701538830, 
-0.32712286710739136, 0.17393624782562256, 0.5434335018283643, 1759498558731582133, 
0.4072880744934082, -0.08937472105026245, 0.5090687540121442, 1759498558761761363, 
-0.17868423461914062, -0.03839689493179321, 0.4798013110245134, 1759498558791764752, 
0.587734580039978, -0.1447460651397705, 0.4631027677880815, 1759498558824645994, 
-0.003109276294708252, 0.30217790603637695, 0.555474537349467, 1759498558852129012, 
-0.2386801838874817, 0.05244290828704834, 0.5123305128835339, 1759498558881949410, 
0.6572315692901611, -0.1053929328918457, 0.5066084707262575, 1759498558912240321, 
-0.3748266100883484, -0.09816473722457886, 0.5158007615447219, 1759498558942062580, 
0.19481664896011353, 0.028785228729248047, 0.5137115632790267, 1759498558972151104, 
-0.6229451298713684, 0.0060124993324279785, 0.5304466932495326, 1759498559002238543, 
0.38971269130706787, -0.051832616329193115, 0.5082578657183411, 1759498559032860637, 
-0.05670207738876343, -0.24112427234649658, 0.5039260756685721, 1759498559064611124, 
-0.36996036767959595, 0.19624000787734985, 0.5600851192435573, 1759498559092683166, 
0.2831522226333618, -0.002007722854614258, 0.49710309062299685, 1759498559122480743, 
-0.568788468837738, -0.1886107325553894, 0.4803038269734758, 1759498559152530213, 
0.45264798402786255, -0.08369702100753784, 0.4727839397809688, 1759498559182640087, 
0.22012227773666382, 0.03999274969100952, 0.48916123196552885, 1759498559241842324, 
-0.30890703201293945, -0.22318100929260254, 0.499986755608207, 1759498559272955033, 
0.7283236384391785, -0.15472888946533203, 0.493680582428521, 1759498559304953283, 
-0.5654087066650391, 0.16379141807556152, 0.4924546469594872, 1759498559335223589, 
0.36759352684020996, -0.14488589763641357, 0.5386086336167388, 1759498559363236059, 
-0.2599349617958069, 0.024909794330596924, 0.49349713497975306, 1759498559393104523, 
-0.005317807197570801, -0.0325968861579895, 0.5110372964156001, 1759498559423184588, 
-0.04129546880722046, -0.06831479072570801, 0.5145901553553988, 1759498559453251376, 
-0.19214856624603271, 0.013793766498565674, 0.49947649490446333, 1759498559483308550, 
0.22642391920089722, 0.00981968641281128, 0.48164384541168614, 1759498559513277070, 
-0.47550302743911743, -0.053755998611450195, 0.45376611653701704, 1759498559545301697, 
1.1661808490753174, -0.0051285624504089355, 0.4825006842716858, 1759498559577080789, 
-0.2156122922897339, -0.04619663953781128, 0.5785523652601475, 1759498559603645231, 
0.07628780603408813, -0.004513740539550781, 0.518183223944458, 1759498559633652377, 
-0.10584980249404907, -0.18103301525115967, 0.5111104069506878, 1759498559663774289, 
-0.09035402536392212, -0.07851868867874146, 0.4604374165734266, 1759498559723899152, 
0.12911230325698853, 0.027875423431396484, 0.4910938278854344, 1759498559753967155, 
0.28829389810562134, -0.05154263973236084, 0.47299691133859323, 1759498559784889576, 
-0.12072062492370605, -0.0923272967338562, 0.4854348669523916, 1759498559816521941, 
0.34810715913772583, 0.0977095365524292, 0.5496140399363288, 1759498559844183328, 
-0.045621633529663086, -0.24250149726867676, 0.4850086019222365, 1759498559874178436, 
-0.15834444761276245, 0.1336563229560852, 0.5172834794561614, 1759498559904289701, 
0.15203559398651123, 0.0711931586265564, 0.4968875052442888, 1759498559934350622, 
0.006745040416717529, -0.10648345947265625, 0.46642914638262584, 1759498559964379765, 
-0.13756388425827026, -0.01924675703048706, 0.45153910507598727, 1759498559994771834, 
-0.5085232257843018, -0.17751604318618774, 0.5120721621991556, 1759498560025039819, 
0.22167325019836426, 0.0784878134727478, 0.47416589747209636, 1759498560057067012, 
-0.23919039964675903, -0.17786550521850586, 0.49386808778012514, 1759498560087243074, 
0.11532831192016602, -0.0749165415763855, 0.5529583479033203, 1759498560114778297, 
-0.02048414945602417, 0.005771934986114502, 0.5329506860046962, 1759498560143824188, 
-0.26398414373397827, 0.06704491376876831, 0.5183585713203975, 1759498560173855755, 
0.3033459782600403, 0.08095860481262207, 0.45802461335579736, 1759498560204927427, 
-0.449470579624176, -0.41292452812194824, 0.4593312673470543, 1759498560235006403, 
1.0758272409439087, 0.06753683090209961, 0.4928490870057396, 1759498560265111007, 
-0.042705237865448, 0.1721823811531067, 0.5062431812425136, 1759498560296678133, 
0.3425474166870117, -0.002098381519317627, 0.507118589353148, 1759498560328473569, 
-0.4313099980354309, -0.3075472116470337, 0.5921079919706014, 1759498560355365747, 
-0.030074775218963623, -0.22437208890914917, 0.5110597640026561, 1759498560385385763, 
-0.14367061853408813, 0.05095076560974121, 0.49248752875708135, 1759498560415406325, 
