e, e_dot, e_int, stamp, 
1.4142135999282095, 3.488436904111716e-07, 0.13425524419160145, 1761313333779170870, 
1.4146428234015, 0.00291983836083886, 0.12718142170816565, 1761313333828177794, 
1.416353996886823, 0.013884645942681212, 0.14295798589181372, 1761313333880196241, 
1.4191619978475944, 0.02926667355875227, 0.14615135315524228, 1761313333931339600, 
1.4225480052537598, 0.042812145806240175, 0.13794918495592098, 1761313333977387724, 
1.4257423682135109, 0.04921739851255199, 0.1268075591637557, 1761313334020484749, 
1.430531528401414, 0.0544635180681687, 0.13798471522274433, 1761313334074132612, 
1.4374041534381052, 0.06832884388553985, 0.16178566584056073, 1761313334133524663, 
1.443246362819568, 0.07779501805823595, 0.15669946930372755, 1761313334183174263, 
1.44888713545121, 0.07594191560192544, 0.1455537088714528, 1761313334234380958, 
1.454306609440006, 0.07298417749372539, 0.146359203347423, 1761313334284194316, 
1.4583371996584877, 0.06895321844946158, 0.1321761414823638, 1761313334325295921, 
1.4663578094745608, 0.055158022590693544, 0.2336694847285939, 1761313334444278398, 
1.4686798792153557, 0.031074331733801044, 0.3059837699446756, 1761313334534235821, 
1.4676766313440988, 0.005266264883686057, 0.27904408203361336, 1761313334634418431, 
1.4636492431001091, -0.018273203997845693, 0.2787679290637114, 1761313334724304615, 
1.4558560237983726, -0.04078251175926452, 0.2784240713955388, 1761313334824807668, 
1.4429962384638562, -0.06494906532555711, 0.30556399151137575, 1761313334934434508, 
1.4277695347999693, -0.08991730139030547, 0.30215526645941837, 1761313335034316574, 
1.410533838355906, -0.11460193160863152, 0.27108052313019265, 1761313335124386542, 
1.3886018096310577, -0.1365787677655646, 0.2684109715720597, 1761313335224818343, 
1.36091627313867, -0.15713053252822912, 0.2910020508428524, 1761313335334241171, 
1.3328934676253263, -0.17780608027257191, 0.284898016535916, 1761313335434178433, 
1.3060039122810725, -0.19286814210377254, 0.25346820985926305, 1761313335524351185, 
1.2692452772596625, -0.2017219603365601, 0.2734673373320196, 1761313335644099637, 
1.2418311176541497, -0.20235687781273337, 0.2685913369179677, 1761313335735448135, 
1.2111527229569141, -0.20461196069357668, 0.23466702154928298, 1761313335833233901, 
1.1830893576616404, -0.20718305573664875, 0.22901724136851712, 1761313335924402451, 
1.1523954507235508, -0.20481225501054787, 0.22612553803356383, 1761313336024507074, 
1.1182837813507993, -0.20562874741656245, 0.24181817626293992, 1761313336134449682, 
1.0875885874619236, -0.20576935923514808, 0.23498235500631504, 1761313336234420965, 
1.05996803370997, -0.20472730480768506, 0.2067265827394957, 1761313336324348658, 
1.0300185948995622, -0.20167438976258725, 0.20174339358226012, 1761313336424890156, 
0.9967428458430617, -0.19980361591580384, 0.21699505921730175, 1761313336535246692, 
0.9665766322372921, -0.20303836916128137, 0.20796788388711648, 1761313336633320890, 
0.9395669747850262, -0.20184225557136334, 0.1826191720764297, 1761313336723975230, 
0.9086665124841613, -0.19978777032890213, 0.18124552882974823, 1761313336826490789, 
0.8750864564959312, -0.20320511834586963, 0.19196988566316664, 1761313336935448604, 
0.8449924624472105, -0.20494673129102203, 0.1814681636149812, 1761313337033587484, 
0.8168770444946832, -0.2053542179178459, 0.1598325055412933, 1761313337124453665, 
0.7867691231191908, -0.20391040972635208, 0.15545363052473693, 1761313337224044698, 
0.7533052680295687, -0.20197256727222615, 0.1648402856638191, 1761313337334267431, 
0.7232015122337208, -0.20312589009920531, 0.15742836588884726, 1761313337432717930, 
0.6950136388298329, -0.20429293073749122, 0.1377010391260462, 1761313337524504241, 
0.6636257760526283, -0.2073527344383157, 0.1328523789788256, 1761313337624162498, 
0.6295862636823492, -0.2077661840567774, 0.13921092547082559, 1761313337734557245, 
0.5993044905383089, -0.20718357202577833, 0.1306326227016933, 1761313337831240144, 
0.5705926296731733, -0.20727244765695296, 0.11379867058652739, 1761313337924276147, 
0.5397587231541001, -0.20548136561109623, 0.110101900139895, 1761313338024440256, 
0.5056915239162824, -0.205913601275185, 0.11317218617568356, 1761313338134367453, 
0.47481162236830676, -0.20532858245317062, 0.1068318010421251, 1761313338235256175, 
0.4468523368459182, -0.20673928838680564, 0.09034761595408188, 1761313338324259075, 
0.4158551897288596, -0.2083677806628347, 0.08412265384316536, 1761313338423939800, 
0.38308733861640365, -0.2026639424774148, 0.08720562644437423, 1761313338534259041, 
0.3552000422073592, -0.1917032559265743, 0.08102218919202266, 1761313338634543389, 
0.331591071016066, -0.18037709811204194, 0.0677716502424383, 1761313338724294601, 
0.3032782505795228, -0.16899553421816013, 0.0679243908614929, 1761313338840360456, 
0.2816115000589291, -0.15823999158277127, 0.06413830340711746, 1761313338934244341, 
0.25966563942435084, -0.15008064252347006, 0.05458177823330401, 1761313339034243932, 
